,Street_name,Planning_area,Time_taken_drive
2265,PASIR PANJANG ROAD,Orchard,1069
2266,PASIR RIS CENTRAL,Orchard,1707
2267,PASIR RIS CLOSE,Orchard,1769
2268,PAYA LEBAR ROAD,Orchard,863
2269,PENANG ROAD,Orchard,213
2270,PETIR ROAD,Orchard,1297
2271,PUNGGOL CENTRAL,Orchard,1736
2272,QUEENSWAY,Orchard,955
2273,RACE COURSE ROAD,Orchard,504
2274,RAFFLES AVENUE,Orchard,516
2275,RAFFLES BOULEVARD,Orchard,360
2276,RAFFLES LINK,Orchard,496
2277,RAFFLES PLACE,Orchard,531
2278,RAFFLES QUAY,Orchard,497
2279,RANGOON ROAD,Orchard,448
2280,RIVER VALLEY ROAD,Orchard,281
2281,RIVERVALE CRESCENT,Orchard,1587
2282,ROBERTSON QUAY,Orchard,408
2283,ROBINSON ROAD,Orchard,577
2284,ROCHOR CANAL ROAD,Orchard,341
2285,ROCHOR ROAD,Orchard,392
2286,SAM LEONG ROAD,Orchard,511
2287,SCOTTS ROAD,Orchard,195
2288,SELEGIE ROAD,Orchard,279
2289,SEMBAWANG DRIVE,Orchard,2099
2290,SEMBAWANG ROAD,Orchard,1786
2291,SENGKANG SQUARE,Orchard,1375
2292,SENGKANG WEST AVENUE,Orchard,1140
2293,SERANGOON CENTRAL,Orchard,918
2294,SERANGOON ROAD,Orchard,684
2295,SHENTON WAY,Orchard,569
2296,SIMS AVENUE,Orchard,838
2297,SIMS DRIVE,Orchard,773
2298,SIN MING ROAD,Orchard,891
2299,SINARAN DRIVE,Orchard,433
2300,SOMERSET ROAD,Orchard,167
2301,SOUTH BRIDGE ROAD,Orchard,441
2302,SOUTH BUONA VISTA ROAD,Orchard,997
2303,STADIUM WALK,Orchard,965
2304,STAMFORD ROAD,Orchard,372
2305,TAI SENG STREET,Orchard,920
2306,TAI THONG CRESCENT,Orchard,597
2307,TAMPINES CENTRAL 1,Orchard,1520
2308,TAMPINES CENTRAL 5,Orchard,1429
2309,TAMPINES STREET 32,Orchard,1436
2310,TAN QUEE LAN STREET,Orchard,402
2311,TANGLIN ROAD,Orchard,472
2312,TANJONG KATONG ROAD,Orchard,945
2313,TELOK AYER STREET,Orchard,529
2314,TELOK KURAU ROAD,Orchard,1121
2315,TEMASEK BOULEVARD,Orchard,453
2316,TESSENSOHN ROAD,Orchard,502
2317,THOMSON ROAD,Orchard,341
2318,TIONG BAHRU ROAD,Orchard,434
2319,TRAS STREET,Orchard,624
2320,UNITY STREET,Orchard,352
2321,UPPER BUKIT TIMAH ROAD,Orchard,1333
2322,UPPER CIRCULAR ROAD,Orchard,380
2323,UPPER CROSS STREET,Orchard,457
2324,UPPER SERANGOON ROAD,Orchard,1071
2325,UPPER THOMSON ROAD,Orchard,934
2326,VICTORIA STREET,Orchard,356
2327,WEST COAST DRIVE,Orchard,1240
2328,WEST COAST ROAD,Orchard,1158
2329,WILKIE ROAD,Orchard,333
2330,WOODLANDS AVENUE 1,Orchard,1701
2331,WOODLANDS ROAD,Orchard,1384
2332,WOODLANDS SQUARE,Orchard,1829
2333,YIO CHU KANG ROAD,Orchard,901
2334,YISHUN AVENUE 2,Orchard,1596
2335,YISHUN AVENUE 9,Orchard,1710
2336,YISHUN CENTRAL 1,Orchard,1676
2337,YISHUN RING ROAD,Orchard,1819
2338,ALBERT STREET,Pasir Ris,1667
2339,ALEXANDRA ROAD,Pasir Ris,2040
2340,ANG MO KIO AVENUE 3,Pasir Ris,1422
2341,ANSON ROAD,Pasir Ris,1758
2342,BALESTIER ROAD,Pasir Ris,1473
2343,BATTERY ROAD,Pasir Ris,1860
2344,BAYFRONT AVENUE,Pasir Ris,1630
2345,BEACH ROAD,Pasir Ris,1585
2346,BEDOK NORTH STREET 1,Pasir Ris,944
2347,BEDOK ROAD,Pasir Ris,817
2348,BENCOOLEN STREET,Pasir Ris,1610
2349,BIDADARI PARK DRIVE,Pasir Ris,1367
2350,BRAS BASAH ROAD,Pasir Ris,1664
2351,BROOKE ROAD,Pasir Ris,1261
2352,BUKIT TIMAH ROAD,Pasir Ris,2514
2353,CAVAN ROAD,Pasir Ris,1433
2354,CECIL STREET,Pasir Ris,1754
2355,CENTRAL BOULEVARD,Pasir Ris,1654
2356,CHANGI BUSINESS PARK CENTRAL 1,Pasir Ris,757
2357,CHANGI ROAD,Pasir Ris,1048
2358,CHIN SWEE ROAD,Pasir Ris,1845
2359,CHOA CHU KANG AVENUE 4,Pasir Ris,2464
2360,CHOA CHU KANG NORTH 6,Pasir Ris,2538
2361,CLAYMORE DRIVE,Pasir Ris,1814
2362,CLEMENCEAU AVENUE,Pasir Ris,1574
2363,CLEMENTI AVENUE 3,Pasir Ris,2435
2364,COLEMAN STREET,Pasir Ris,1749
2365,COLLYER QUAY,Pasir Ris,1856
2366,COMMONWEALTH AVENUE WEST,Pasir Ris,2435
2367,COMPASSVALE BOW,Pasir Ris,1035
2368,CROSS STREET,Pasir Ris,1777
2369,CUSCADEN ROAD,Pasir Ris,1845
2370,EAST COAST ROAD,Pasir Ris,1151
2371,EASTWOOD ROAD,Pasir Ris,969
2372,ENG HOON STREET,Pasir Ris,1775
2373,ENGGOR STREET,Pasir Ris,1766
2374,EU TONG SEN STREET,Pasir Ris,1790
2375,FOCH ROAD,Pasir Ris,1416
2376,GEYLANG ROAD,Pasir Ris,1177
2377,GOLDHILL PLAZA,Pasir Ris,1573
2378,GOPENG STREET,Pasir Ris,1805
2379,GUILLEMARD ROAD,Pasir Ris,1272
2380,HANDY ROAD,Pasir Ris,1666
2381,HAVELOCK ROAD,Pasir Ris,1951
2382,HIGH STREET,Pasir Ris,1695
2383,HOLLAND AVENUE,Pasir Ris,2107
2384,HOUGANG AVENUE 10,Pasir Ris,1087
2385,HOUGANG STREET 51,Pasir Ris,1064
2386,HOUGANG STREET 91,Pasir Ris,1172
2387,IRRAWADDY ROAD,Pasir Ris,1571
2388,JALAN ANAK BUKIT,Pasir Ris,2058
2389,JALAN BESAR,Pasir Ris,1501
2390,JALAN JURONG KECHIL,Pasir Ris,2014
2391,JALAN LEGUNDI,Pasir Ris,1968
2392,JALAN MASJID,Pasir Ris,1138
2393,JALAN SULTAN,Pasir Ris,1482
2394,JELEBU ROAD,Pasir Ris,2299
2395,JOO CHIAT ROAD,Pasir Ris,1159
2396,JOO KOON CIRCLE,Pasir Ris,3128
2397,JURONG EAST STREET 21,Pasir Ris,2424
2398,JURONG GATEWAY ROAD,Pasir Ris,2521
2399,JURONG WEST CENTRAL 2,Pasir Ris,2780
2400,JURONG WEST CENTRAL 3,Pasir Ris,2862
2401,KALLANG AVENUE,Pasir Ris,1478
2402,KELANTAN LANE,Pasir Ris,1527
2403,KEPPEL ROAD,Pasir Ris,1799
2404,KITCHENER ROAD,Pasir Ris,1482
2405,KOEK ROAD,Pasir Ris,1611
2406,LAVENDER STREET,Pasir Ris,1392
2407,LORONG 22 GEYLANG,Pasir Ris,1292
2408,LORONG 4 TOA PAYOH,Pasir Ris,1480
2409,LORONG KILAT,Pasir Ris,2099
2410,LORONG LIPUT,Pasir Ris,2098
2411,MACPHERSON ROAD,Pasir Ris,1286
2412,MAJU AVENUE,Pasir Ris,1467
2413,MARINA BOULEVARD,Pasir Ris,1651
2414,MARINA VIEW,Pasir Ris,1748
2415,MARINE PARADE ROAD,Pasir Ris,1278
2416,MARITIME SQUARE,Pasir Ris,2047
2417,MARKET STREET,Pasir Ris,951
2418,MARNE ROAD,Pasir Ris,1498
2419,MERCHANT ROAD,Pasir Ris,1820
2420,MIDDLE ROAD,Pasir Ris,1628
2421,MOHAMED SULTAN ROAD,Pasir Ris,1810
2422,MOUNTBATTEN ROAD,Pasir Ris,1412
2423,NEW BRIDGE ROAD,Pasir Ris,1777
2424,NEW UPPER CHANGI ROAD,Pasir Ris,990
2425,NORTH BRIDGE ROAD,Pasir Ris,1485
2426,NORTH BUONA VISTA DRIVE,Pasir Ris,2330
2427,NORTHPOINT DRIVE,Pasir Ris,1814
2428,OCEAN WAY,Pasir Ris,2527
2429,ORCHARD ROAD,Pasir Ris,1639
2430,ORCHARD TURN,Pasir Ris,1735
2431,OUTRAM ROAD,Pasir Ris,1766
2432,PASIR PANJANG ROAD,Pasir Ris,2404
2433,PASIR RIS CENTRAL,Pasir Ris,342
2434,PASIR RIS CLOSE,Pasir Ris,242
2435,PAYA LEBAR ROAD,Pasir Ris,1112
2436,PENANG ROAD,Pasir Ris,1657
2437,PETIR ROAD,Pasir Ris,2295
2438,PUNGGOL CENTRAL,Pasir Ris,769
2439,QUEENSWAY,Pasir Ris,2309
2440,RACE COURSE ROAD,Pasir Ris,1470
2441,RAFFLES AVENUE,Pasir Ris,1651
2442,RAFFLES BOULEVARD,Pasir Ris,1622
2443,RAFFLES LINK,Pasir Ris,1695
2444,RAFFLES PLACE,Pasir Ris,1806
2445,RAFFLES QUAY,Pasir Ris,1732
2446,RANGOON ROAD,Pasir Ris,1563
2447,RIVER VALLEY ROAD,Pasir Ris,1829
2448,RIVERVALE CRESCENT,Pasir Ris,859
2449,ROBERTSON QUAY,Pasir Ris,1886
2450,ROBINSON ROAD,Pasir Ris,1749
2451,ROCHOR CANAL ROAD,Pasir Ris,1580
2452,ROCHOR ROAD,Pasir Ris,1558
2453,SAM LEONG ROAD,Pasir Ris,1499
2454,SCOTTS ROAD,Pasir Ris,1644
2455,SELEGIE ROAD,Pasir Ris,1645
2456,SEMBAWANG DRIVE,Pasir Ris,2214
2457,SEMBAWANG ROAD,Pasir Ris,1901
2458,SENGKANG SQUARE,Pasir Ris,874
2459,SENGKANG WEST AVENUE,Pasir Ris,1128
2460,SERANGOON CENTRAL,Pasir Ris,1340
2461,SERANGOON ROAD,Pasir Ris,1550
2462,SHENTON WAY,Pasir Ris,1717
2463,SIMS AVENUE,Pasir Ris,1292
2464,SIMS DRIVE,Pasir Ris,1299
2465,SIN MING ROAD,Pasir Ris,1859
2466,SINARAN DRIVE,Pasir Ris,1598
2467,SOMERSET ROAD,Pasir Ris,1666
2468,SOUTH BRIDGE ROAD,Pasir Ris,1771
2469,SOUTH BUONA VISTA ROAD,Pasir Ris,2270
2470,STADIUM WALK,Pasir Ris,1573
2471,STAMFORD ROAD,Pasir Ris,1696
2472,TAI SENG STREET,Pasir Ris,1086
2473,TAI THONG CRESCENT,Pasir Ris,1310
2474,TAMPINES CENTRAL 1,Pasir Ris,505
2475,TAMPINES CENTRAL 5,Pasir Ris,512
2476,TAMPINES STREET 32,Pasir Ris,622
2477,TAN QUEE LAN STREET,Pasir Ris,1617
2478,TANGLIN ROAD,Pasir Ris,2021
2479,TANJONG KATONG ROAD,Pasir Ris,1211
2480,TELOK AYER STREET,Pasir Ris,1812
2481,TELOK KURAU ROAD,Pasir Ris,1192
2482,TEMASEK BOULEVARD,Pasir Ris,1642
2483,TESSENSOHN ROAD,Pasir Ris,1491
2484,THOMSON ROAD,Pasir Ris,1588
2485,TIONG BAHRU ROAD,Pasir Ris,1761
2486,TRAS STREET,Pasir Ris,1785
2487,UNITY STREET,Pasir Ris,1795
2488,UPPER BUKIT TIMAH ROAD,Pasir Ris,2331
2489,UPPER CIRCULAR ROAD,Pasir Ris,1708
2490,UPPER CROSS STREET,Pasir Ris,1795
2491,UPPER SERANGOON ROAD,Pasir Ris,1026
2492,UPPER THOMSON ROAD,Pasir Ris,1847
2493,VICTORIA STREET,Pasir Ris,1535
2494,WEST COAST DRIVE,Pasir Ris,2493
2495,WEST COAST ROAD,Pasir Ris,2412
2496,WILKIE ROAD,Pasir Ris,1752
2497,WOODLANDS AVENUE 1,Pasir Ris,1816
2498,WOODLANDS ROAD,Pasir Ris,2240
2499,WOODLANDS SQUARE,Pasir Ris,1951
2500,YIO CHU KANG ROAD,Pasir Ris,1294
2501,YISHUN AVENUE 2,Pasir Ris,1711
2502,YISHUN AVENUE 9,Pasir Ris,1825
2503,YISHUN CENTRAL 1,Pasir Ris,1791
2504,YISHUN RING ROAD,Pasir Ris,1934
2505,ALBERT STREET,Pioneer,1907
2506,ALEXANDRA ROAD,Pioneer,1520
2507,ANG MO KIO AVENUE 3,Pioneer,2337
2508,ANSON ROAD,Pioneer,1714
2509,BALESTIER ROAD,Pioneer,1931
2510,BATTERY ROAD,Pioneer,1868
2511,BAYFRONT AVENUE,Pioneer,1944
2512,BEACH ROAD,Pioneer,1979
2513,BEDOK NORTH STREET 1,Pioneer,2771
2514,BEDOK ROAD,Pioneer,2880
2515,BENCOOLEN STREET,Pioneer,1905
2516,BIDADARI PARK DRIVE,Pioneer,2252
2517,BRAS BASAH ROAD,Pioneer,1840
2518,BROOKE ROAD,Pioneer,2425
2519,BUKIT TIMAH ROAD,Pioneer,1875
2520,CAVAN ROAD,Pioneer,2092
2521,CECIL STREET,Pioneer,1798
2522,CENTRAL BOULEVARD,Pioneer,1898
2523,CHANGI BUSINESS PARK CENTRAL 1,Pioneer,3110
2524,CHANGI ROAD,Pioneer,2497
2525,CHIN SWEE ROAD,Pioneer,1723
2526,CHOA CHU KANG AVENUE 4,Pioneer,1178
2527,CHOA CHU KANG NORTH 6,Pioneer,1371
2528,CLAYMORE DRIVE,Pioneer,1811
2529,CLEMENCEAU AVENUE,Pioneer,2175
2530,CLEMENTI AVENUE 3,Pioneer,1091
2531,COLEMAN STREET,Pioneer,1814
2532,COLLYER QUAY,Pioneer,1863
2533,COMMONWEALTH AVENUE WEST,Pioneer,1110
2534,COMPASSVALE BOW,Pioneer,2962
2535,CROSS STREET,Pioneer,1833
2536,CUSCADEN ROAD,Pioneer,1793
2537,EAST COAST ROAD,Pioneer,2500
2538,EASTWOOD ROAD,Pioneer,2898
2539,ENG HOON STREET,Pioneer,1590
2540,ENGGOR STREET,Pioneer,1731
2541,EU TONG SEN STREET,Pioneer,1742
2542,FOCH ROAD,Pioneer,2063
2543,GEYLANG ROAD,Pioneer,2404
2544,GOLDHILL PLAZA,Pioneer,1982
2545,GOPENG STREET,Pioneer,1761
2546,GUILLEMARD ROAD,Pioneer,2305
2547,HANDY ROAD,Pioneer,1828
2548,HAVELOCK ROAD,Pioneer,1734
2549,HIGH STREET,Pioneer,1753
2550,HOLLAND AVENUE,Pioneer,1398
2551,HOUGANG AVENUE 10,Pioneer,2867
2552,HOUGANG STREET 51,Pioneer,2821
2553,HOUGANG STREET 91,Pioneer,2771
2554,IRRAWADDY ROAD,Pioneer,2051
2555,JALAN ANAK BUKIT,Pioneer,1422
2556,JALAN BESAR,Pioneer,2068
2557,JALAN JURONG KECHIL,Pioneer,1361
2558,JALAN LEGUNDI,Pioneer,2577
2559,JALAN MASJID,Pioneer,2586
2560,JALAN SULTAN,Pioneer,1991
2561,JELEBU ROAD,Pioneer,1425
2562,JOO CHIAT ROAD,Pioneer,2462
2563,JOO KOON CIRCLE,Pioneer,374
2564,JURONG EAST STREET 21,Pioneer,1043
2565,JURONG GATEWAY ROAD,Pioneer,1021
2566,JURONG WEST CENTRAL 2,Pioneer,788
2567,JURONG WEST CENTRAL 3,Pioneer,970
2568,KALLANG AVENUE,Pioneer,2181
2569,KELANTAN LANE,Pioneer,2065
2570,KEPPEL ROAD,Pioneer,1722
2571,KITCHENER ROAD,Pioneer,2072
2572,KOEK ROAD,Pioneer,1813
2573,LAVENDER STREET,Pioneer,2023
2574,LORONG 22 GEYLANG,Pioneer,2313
2575,LORONG 4 TOA PAYOH,Pioneer,2083
2576,LORONG KILAT,Pioneer,1443
2577,LORONG LIPUT,Pioneer,1458
2578,MACPHERSON ROAD,Pioneer,2144
2579,MAJU AVENUE,Pioneer,2556
2580,MARINA BOULEVARD,Pioneer,2001
2581,MARINA VIEW,Pioneer,1885
2582,MARINE PARADE ROAD,Pioneer,2423
2583,MARITIME SQUARE,Pioneer,1755
2584,MARKET STREET,Pioneer,2828
2585,MARNE ROAD,Pioneer,2113
2586,MERCHANT ROAD,Pioneer,1759
2587,MIDDLE ROAD,Pioneer,1904
2588,MOHAMED SULTAN ROAD,Pioneer,1699
2589,MOUNTBATTEN ROAD,Pioneer,2181
2590,NEW BRIDGE ROAD,Pioneer,1729
2591,NEW UPPER CHANGI ROAD,Pioneer,2909
2592,NORTH BRIDGE ROAD,Pioneer,1994
2593,NORTH BUONA VISTA DRIVE,Pioneer,1411
2594,NORTHPOINT DRIVE,Pioneer,2612
2595,OCEAN WAY,Pioneer,2270
2596,ORCHARD ROAD,Pioneer,1867
2597,ORCHARD TURN,Pioneer,1858
2598,OUTRAM ROAD,Pioneer,1642
2599,PASIR PANJANG ROAD,Pioneer,1455
2600,PASIR RIS CENTRAL,Pioneer,3199
2601,PASIR RIS CLOSE,Pioneer,3261
2602,PAYA LEBAR ROAD,Pioneer,2400
2603,PENANG ROAD,Pioneer,1740
2604,PETIR ROAD,Pioneer,1613
2605,PUNGGOL CENTRAL,Pioneer,3079
2606,QUEENSWAY,Pioneer,1566
2607,RACE COURSE ROAD,Pioneer,2079
2608,RAFFLES AVENUE,Pioneer,2001
2609,RAFFLES BOULEVARD,Pioneer,1944
2610,RAFFLES LINK,Pioneer,2079
2611,RAFFLES PLACE,Pioneer,1820
2612,RAFFLES QUAY,Pioneer,1813
2613,RANGOON ROAD,Pioneer,2022
2614,RIVER VALLEY ROAD,Pioneer,1680
2615,RIVERVALE CRESCENT,Pioneer,2996
2616,ROBERTSON QUAY,Pioneer,1775
2617,ROBINSON ROAD,Pioneer,1792
2618,ROCHOR CANAL ROAD,Pioneer,1946
2619,ROCHOR ROAD,Pioneer,1916
2620,SAM LEONG ROAD,Pioneer,2075
2621,SCOTTS ROAD,Pioneer,1897
2622,SELEGIE ROAD,Pioneer,1885
2623,SEMBAWANG DRIVE,Pioneer,2525
2624,SEMBAWANG ROAD,Pioneer,2551
2625,SENGKANG SQUARE,Pioneer,2854
2626,SENGKANG WEST AVENUE,Pioneer,2714
2627,SERANGOON CENTRAL,Pioneer,2492
2628,SERANGOON ROAD,Pioneer,2258
2629,SHENTON WAY,Pioneer,1858
2630,SIMS AVENUE,Pioneer,2363
2631,SIMS DRIVE,Pioneer,2298
2632,SIN MING ROAD,Pioneer,2112
2633,SINARAN DRIVE,Pioneer,2007
2634,SOMERSET ROAD,Pioneer,1809
2635,SOUTH BRIDGE ROAD,Pioneer,1731
2636,SOUTH BUONA VISTA ROAD,Pioneer,1329
2637,STADIUM WALK,Pioneer,2393
2638,STAMFORD ROAD,Pioneer,1783
2639,TAI SENG STREET,Pioneer,2457
2640,TAI THONG CRESCENT,Pioneer,2134
2641,TAMPINES CENTRAL 1,Pioneer,3012
2642,TAMPINES CENTRAL 5,Pioneer,2921
2643,TAMPINES STREET 32,Pioneer,2928
2644,TAN QUEE LAN STREET,Pioneer,1927
2645,TANGLIN ROAD,Pioneer,1559
2646,TANJONG KATONG ROAD,Pioneer,2428
2647,TELOK AYER STREET,Pioneer,1819
2648,TELOK KURAU ROAD,Pioneer,2485
2649,TEMASEK BOULEVARD,Pioneer,2009
2650,TESSENSOHN ROAD,Pioneer,2096
2651,THOMSON ROAD,Pioneer,1997
2652,TIONG BAHRU ROAD,Pioneer,1576
2653,TRAS STREET,Pioneer,1750
2654,UNITY STREET,Pioneer,1673
2655,UPPER BUKIT TIMAH ROAD,Pioneer,1420
2656,UPPER CIRCULAR ROAD,Pioneer,1743
2657,UPPER CROSS STREET,Pioneer,1746
2658,UPPER SERANGOON ROAD,Pioneer,2609
2659,UPPER THOMSON ROAD,Pioneer,2155
2660,VICTORIA STREET,Pioneer,1881
2661,WEST COAST DRIVE,Pioneer,1181
2662,WEST COAST ROAD,Pioneer,1144
2663,WILKIE ROAD,Pioneer,1939
2664,WOODLANDS AVENUE 1,Pioneer,1966
2665,WOODLANDS ROAD,Pioneer,1941
2666,WOODLANDS SQUARE,Pioneer,2041
2667,YIO CHU KANG ROAD,Pioneer,2476
2668,YISHUN AVENUE 2,Pioneer,2536
2669,YISHUN AVENUE 9,Pioneer,2611
2670,YISHUN CENTRAL 1,Pioneer,2577
2671,YISHUN RING ROAD,Pioneer,2578
2672,ALBERT STREET,Punggol,1532
2673,ALEXANDRA ROAD,Punggol,1929
2674,ANG MO KIO AVENUE 3,Punggol,1057
2675,ANSON ROAD,Punggol,1622
2676,BALESTIER ROAD,Punggol,1362
2677,BATTERY ROAD,Punggol,1724
2678,BAYFRONT AVENUE,Punggol,1494
2679,BEACH ROAD,Punggol,1449
2680,BEDOK NORTH STREET 1,Punggol,1311
2681,BEDOK ROAD,Punggol,1184
2682,BENCOOLEN STREET,Punggol,1481
2683,BIDADARI PARK DRIVE,Punggol,1189
2684,BRAS BASAH ROAD,Punggol,1528
2685,BROOKE ROAD,Punggol,1356
2686,BUKIT TIMAH ROAD,Punggol,2402
2687,CAVAN ROAD,Punggol,1318
2688,CECIL STREET,Punggol,1619
2689,CENTRAL BOULEVARD,Punggol,1526
2690,CHANGI BUSINESS PARK CENTRAL 1,Punggol,1124
2691,CHANGI ROAD,Punggol,1143
2692,CHIN SWEE ROAD,Punggol,1734
2693,CHOA CHU KANG AVENUE 4,Punggol,2074
2694,CHOA CHU KANG NORTH 6,Punggol,2148
2695,CLAYMORE DRIVE,Punggol,1703
2696,CLEMENCEAU AVENUE,Punggol,1463
2697,CLEMENTI AVENUE 3,Punggol,2324
2698,COLEMAN STREET,Punggol,1613
2699,COLLYER QUAY,Punggol,1720
2700,COMMONWEALTH AVENUE WEST,Punggol,2324
2701,COMPASSVALE BOW,Punggol,558
2702,CROSS STREET,Punggol,1641
2703,CUSCADEN ROAD,Punggol,1734
2704,EAST COAST ROAD,Punggol,1453
2705,EASTWOOD ROAD,Punggol,1336
2706,ENG HOON STREET,Punggol,1663
2707,ENGGOR STREET,Punggol,1631
2708,EU TONG SEN STREET,Punggol,1664
2709,FOCH ROAD,Punggol,1350
2710,GEYLANG ROAD,Punggol,1210
2711,GOLDHILL PLAZA,Punggol,1461
2712,GOPENG STREET,Punggol,1669
2713,GUILLEMARD ROAD,Punggol,1244
2714,HANDY ROAD,Punggol,1555
2715,HAVELOCK ROAD,Punggol,1840
2716,HIGH STREET,Punggol,1560
2717,HOLLAND AVENUE,Punggol,1996
2718,HOUGANG AVENUE 10,Punggol,615
2719,HOUGANG STREET 51,Punggol,596
2720,HOUGANG STREET 91,Punggol,704
2721,IRRAWADDY ROAD,Punggol,1460
2722,JALAN ANAK BUKIT,Punggol,1946
2723,JALAN BESAR,Punggol,1416
2724,JALAN JURONG KECHIL,Punggol,1903
2725,JALAN LEGUNDI,Punggol,1578
2726,JALAN MASJID,Punggol,1232
2727,JALAN SULTAN,Punggol,1346
2728,JELEBU ROAD,Punggol,1997
2729,JOO CHIAT ROAD,Punggol,1254
2730,JOO KOON CIRCLE,Punggol,2843
2731,JURONG EAST STREET 21,Punggol,2313
2732,JURONG GATEWAY ROAD,Punggol,2410
2733,JURONG WEST CENTRAL 2,Punggol,2648
2734,JURONG WEST CENTRAL 3,Punggol,2682
2735,KALLANG AVENUE,Punggol,1343
2736,KELANTAN LANE,Punggol,1419
2737,KEPPEL ROAD,Punggol,1671
2738,KITCHENER ROAD,Punggol,1420
2739,KOEK ROAD,Punggol,1500
2740,LAVENDER STREET,Punggol,1326
2741,LORONG 22 GEYLANG,Punggol,1214
2742,LORONG 4 TOA PAYOH,Punggol,1369
2743,LORONG KILAT,Punggol,1988
2744,LORONG LIPUT,Punggol,1987
2745,MACPHERSON ROAD,Punggol,1150
2746,MAJU AVENUE,Punggol,1094
2747,MARINA BOULEVARD,Punggol,1515
2748,MARINA VIEW,Punggol,1613
2749,MARINE PARADE ROAD,Punggol,1405
2750,MARITIME SQUARE,Punggol,1911
2751,MARKET STREET,Punggol,1318
2752,MARNE ROAD,Punggol,1438
2753,MERCHANT ROAD,Punggol,1701
2754,MIDDLE ROAD,Punggol,1492
2755,MOHAMED SULTAN ROAD,Punggol,1699
2756,MOUNTBATTEN ROAD,Punggol,1276
2757,NEW BRIDGE ROAD,Punggol,1651
2758,NEW UPPER CHANGI ROAD,Punggol,1357
2759,NORTH BRIDGE ROAD,Punggol,1350
2760,NORTH BUONA VISTA DRIVE,Punggol,2219
2761,NORTHPOINT DRIVE,Punggol,1424
2762,OCEAN WAY,Punggol,2392
2763,ORCHARD ROAD,Punggol,1528
2764,ORCHARD TURN,Punggol,1624
2765,OUTRAM ROAD,Punggol,1655
2766,PASIR PANJANG ROAD,Punggol,2293
2767,PASIR RIS CENTRAL,Punggol,925
2768,PASIR RIS CLOSE,Punggol,846
2769,PAYA LEBAR ROAD,Punggol,976
2770,PENANG ROAD,Punggol,1546
2771,PETIR ROAD,Punggol,1992
2772,PUNGGOL CENTRAL,Punggol,255
2773,QUEENSWAY,Punggol,2198
2774,RACE COURSE ROAD,Punggol,1404
2775,RAFFLES AVENUE,Punggol,1515
2776,RAFFLES BOULEVARD,Punggol,1494
2777,RAFFLES LINK,Punggol,1567
2778,RAFFLES PLACE,Punggol,1670
2779,RAFFLES QUAY,Punggol,1596
2780,RANGOON ROAD,Punggol,1497
2781,RIVER VALLEY ROAD,Punggol,1718
2782,RIVERVALE CRESCENT,Punggol,381
2783,ROBERTSON QUAY,Punggol,1775
2784,ROBINSON ROAD,Punggol,1613
2785,ROCHOR CANAL ROAD,Punggol,1453
2786,ROCHOR ROAD,Punggol,1423
2787,SAM LEONG ROAD,Punggol,1428
2788,SCOTTS ROAD,Punggol,1533
2789,SELEGIE ROAD,Punggol,1509
2790,SEMBAWANG DRIVE,Punggol,1824
2791,SEMBAWANG ROAD,Punggol,1511
2792,SENGKANG SQUARE,Punggol,396
2793,SENGKANG WEST AVENUE,Punggol,660
2794,SERANGOON CENTRAL,Punggol,1094
2795,SERANGOON ROAD,Punggol,1515
2796,SHENTON WAY,Punggol,1582
2797,SIMS AVENUE,Punggol,1263
2798,SIMS DRIVE,Punggol,1198
2799,SIN MING ROAD,Punggol,1486
2800,SINARAN DRIVE,Punggol,1487
2801,SOMERSET ROAD,Punggol,1555
2802,SOUTH BRIDGE ROAD,Punggol,1636
2803,SOUTH BUONA VISTA ROAD,Punggol,2166
2804,STADIUM WALK,Punggol,1438
2805,STAMFORD ROAD,Punggol,1560
2806,TAI SENG STREET,Punggol,950
2807,TAI THONG CRESCENT,Punggol,1263
